idx,wn_id,labels,parent_wn_id,parent_labels,children_wn_ids,children_labels,depth,description,class_id,simplified,keras,coarse-grained
5494,n13017439,['Tricholoma_pessundatum'],n12998815,['agaric'],[],[],9,a mildly poisonous agaric with a viscid reddish brown cap and white gills and stalk,-1,,,
5495,n03000247,"['chain_mail', 'ring_mail', 'mail', 'chain_armor', 'chain_armour', 'ring_armor', 'ring_armour']",n02862048,"['body_armor', 'body_armour', 'suit_of_armor', 'suit_of_armour', 'coat_of_mail', 'cataphract']","['n02901481', 'n03473817', 'n03499468', 'n04539648']","[['brigandine'], ['habergeon'], ['hauberk', 'byrnie'], ['voider', 'gusset']]",9,(Middle Ages) flexible armor made of interlinked metal rings,490,chain mail,chain mail,clothing
5496,n04311595,"['steel_mill', 'steelworks', 'steel_plant', 'steel_factory']",n03316406,"['factory', 'mill', 'manufacturing_plant', 'manufactory']",['n04103094'],[['rolling_mill']],9,a factory where steel is made,-1,,,
5497,n03996145,"['power_saw', 'saw', 'sawing_machine']",n03997484,['power_tool'],"['n02786837', 'n03000684', 'n03034663', 'n03415626', 'n03598783', 'n04121728', 'n04140777']","[['bandsaw', 'band_saw'], ['chain_saw', 'chainsaw'], ['circular_saw', 'buzz_saw'], ['gangsaw'], ['jigsaw', 'scroll_saw', 'fretsaw'], ['saber_saw', 'jigsaw', 'reciprocating_saw'], ['sawmill']]",9,a power tool for cutting wood,-1,,,
5498,n02787622,['banjo'],n04338517,['stringed_instrument'],[],[],9,a stringed instrument of the guitar family that has long neck and circular body,420,banjo,banjo,instrument
5499,n03629643,"['kymograph', 'cymograph']",n04147495,['scientific_instrument'],[],[],9,scientific instrument consisting of a rotating drum holding paper on which a stylus traces a continuous record (as of breathing or blood pressure),-1,,,
5500,n03660394,['liberty_cap'],n02954340,['cap'],[],[],9,close-fitting conical cap worn as a symbol of liberty during the French Revolution and in the U.S. before 1800,-1,,,
5501,n03191451,['dicer'],n03736970,['mechanical_device'],[],[],9,a mechanical device used for dicing food,-1,,,
5502,n13004992,"['cinnabar_chanterelle', 'Cantharellus_cinnabarinus']",n12998815,['agaric'],[],[],9,mushroom with a distinctive pink to vermillion fruiting body,-1,,,
5503,n04389430,['tankard'],n03241496,['drinking_vessel'],[],[],9,large drinking vessel with one handle,-1,,,
5504,n02997910,['cereal_bowl'],n02880940,['bowl'],[],[],9,a bowl for holding breakfast cereal,-1,,,
5505,n03420801,"['garrison_cap', 'overseas_cap']",n02954340,['cap'],[],[],9,a wedge-shaped wool or cotton cap; worn as part of a uniform,-1,,,
5506,n03788047,['mosaic'],n04470953,['transducer'],[],[],9,transducer formed by the light-sensitive surface on a television camera tube,-1,,,
5507,n04606574,"['wrench', 'spanner']",n03489162,['hand_tool'],"['n02680754', 'n02697675', 'n02697876', 'n02886434', 'n02888429', 'n02916065', 'n02969527', 'n03218446', 'n03533845', 'n03696746', 'n03848168', 'n03944530', 'n04154854', 'n04255346', 'n04269502', 'n04393913', 'n04457910']","[['adjustable_wrench', 'adjustable_spanner'], ['Allen_wrench'], ['alligator_wrench'], ['box_wrench', 'box_end_wrench'], ['brace_wrench'], ['bulldog_wrench'], ['carriage_wrench'], ['dog_wrench'], ['hook_wrench', 'hook_spanner'], ['lug_wrench'], ['open-end_wrench', 'tappet_wrench'], ['pin_wrench'], ['screw_key'], ['socket_wrench'], ['sparkplug_wrench'], ['tap_wrench'], ['torque_wrench']]",9,a hand tool that is used to hold or twist a nut or bolt,-1,,,
5508,n03082807,['compressor'],n03736970,['mechanical_device'],"['n02686227', 'n04357930']","[['air_compressor'], ['supercharger']]",9,a mechanical device that compresses gasses,-1,,,
5509,n03450018,"['governor', 'regulator']",n03096960,"['control', 'controller']","['n03374649', 'n04438507']","[['flywheel'], ['timer']]",9,a control that maintains a steady speed in a machine (as by controlling the supply of fuel),-1,,,
5510,n03056288,['coal_house'],n04187547,['shed'],[],[],9,a shed for storing coal,-1,,,
5511,n03498536,['hatch'],n03795580,['movable_barrier'],['n02965024'],[['cargo_hatch']],9,a movable barrier covering a hatchway,-1,,,
5512,n04465501,['tractor'],n04170037,['self-propelled_vehicle'],"['n02916179', 'n04229007']","[['bulldozer', 'dozer'], ['skidder']]",9,a wheeled vehicle with large wheels; used in farming and other applications,866,tractor,tractor,vehicle
5513,n13001366,"['horse_mushroom', 'Agaricus_arvensis']",n12998815,['agaric'],[],[],9,coarse edible mushroom with a hollow stem and a broad white cap,-1,,,
5514,n04299526,['stall_bar'],n03472232,"['gymnastic_apparatus', 'exerciser']",[],[],9,a gymnastic apparatus used for strengthening exercises; uprights fastened to a wall and connected by horizontal rungs,-1,,,
5515,n04372370,"['switch', 'electric_switch', 'electrical_switch']",n03096960,"['control', 'controller']","['n03078670', 'n03153948', 'n03561169', 'n04027023', 'n04169437', 'n04428008', 'n04438643', 'n04445952']","[['commutator'], ['cutout'], ['ignition_switch'], ['push_button', 'push', 'button'], ['selector', 'selector_switch'], ['three-way_switch', 'three-point_switch'], ['time-switch'], ['toggle_switch', 'toggle', 'on-off_switch', 'on/off_switch']]",9,control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit,844,switch,switch,electronics
5516,n03429682,"['gauntlet', 'gantlet']",n03441112,['glove'],[],[],9,a glove with long sleeve,-1,,,
5517,n04326896,['stool'],n04161981,['seat'],"['n02946753', 'n03154745', 'n03380724', 'n03765128', 'n03801880', 'n04315713', 'n04382438']","[['campstool'], ['cutty_stool'], ['footstool', 'footrest', 'ottoman', 'tuffet'], ['milking_stool'], ['music_stool', 'piano_stool'], ['step_stool'], ['taboret', 'tabouret']]",9,a simple seat without a back or arms,-1,,,
5518,n03140431,"['cruet', 'crewet']",n02876657,['bottle'],[],[],9,bottle that holds wine or oil or vinegar for the table,-1,,,
5519,n13070308,['waxycap'],n12998815,['agaric'],"['n13070875', 'n13071371', 'n13071553', 'n13071815', 'n13072031', 'n13072209', 'n13072350', 'n13072528', 'n13072706', 'n13072863', 'n13073055', 'n13073380', 'n13073703']","[['Hygrocybe_acutoconica', 'conic_waxycap'], ['Hygrophorus_borealis'], ['Hygrophorus_caeruleus'], ['Hygrophorus_inocybiformis'], ['Hygrophorus_kauffmanii'], ['Hygrophorus_marzuolus'], ['Hygrophorus_purpurascens'], ['Hygrophorus_russula'], ['Hygrophorus_sordidus'], ['Hygrophorus_tennesseensis'], ['Hygrophorus_turundus'], ['Hygrotrama_foetens'], ['Neohygrophorus_angelesianus']]",9,any fungus of the family Hygrophoraceae having gills that are more or less waxy in appearance,-1,,,
5520,n03163973,"['data_input_device', 'input_device']",n03916720,"['peripheral', 'computer_peripheral', 'peripheral_device']","['n03085013', 'n03602883', 'n04143140']","[['computer_keyboard', 'keypad'], ['joystick'], ['scanner', 'digital_scanner', 'image_scanner']]",9,a device that can be used to insert data into a computer or other computational device,-1,,,
5521,n04598582,"['woodwind', 'woodwind_instrument', 'wood']",n04586932,"['wind_instrument', 'wind']","['n02817799', 'n03372029']","[['beating-reed_instrument', 'reed_instrument', 'reed'], ['flute', 'transverse_flute']]",9,any wind instrument other than the brass instruments,-1,,,
5522,n02801184,['basilica'],n03028079,"['church', 'church_building']",[],[],9,an early Christian church designed like a Roman basilica; or a Roman Catholic church or cathedral accorded certain privileges,-1,,,
5523,n04571566,['weir'],n03160309,"['dam', 'dike', 'dyke']",[],[],9,a low dam built across a stream to raise its level or divert its flow,-1,,,
5524,n04256318,"['sodium-vapor_lamp', 'sodium-vapour_lamp']",n03636248,['lamp'],[],[],9,lamp in which an electric current passed through a tube of sodium vapor makes a yellow light; used is street lighting,-1,,,
5525,n03015851,['cheval_glass'],n03773035,['mirror'],[],[],9,a full length mirror mounted in a frame in which it can be tilted,-1,,,
5526,n03039015,"['clavier', 'Klavier']",n03614532,['keyboard_instrument'],['n03496296'],"[['harpsichord', 'cembalo']]",9,a stringed instrument that has a keyboard,-1,,,
5527,n04078574,['reservoir'],n04388743,"['tank', 'storage_tank']","['n03035510', 'n04354387', 'n04562935']","[['cistern'], ['sump'], ['water_tower']]",9,tank used for collecting and storing a liquid (as water or oil),-1,,,
5528,n03753077,['meter'],n03733925,"['measuring_instrument', 'measuring_system', 'measuring_device']","['n02702989', 'n03272810', 'n03276696', 'n03372933', 'n03413264', 'n03424489', 'n03708843', 'n03841143', 'n03842986', 'n03988758', 'n04042985', 'n04069166', 'n04273796', 'n04396335', 'n04541320', 'n04541475', 'n04561287']","[['ammeter'], ['electric_meter', 'power_meter'], ['electrometer'], ['fluxmeter'], ['galvanometer'], ['gas_meter', 'gasometer'], ['magnetometer', 'gaussmeter'], ['odometer', 'hodometer', 'mileometer', 'milometer'], ['ohmmeter'], ['postage_meter'], ['radiometer'], ['reflectometer'], ['speedometer', 'speed_indicator'], ['taximeter'], ['voltmeter'], ['volumeter'], ['water_meter']]",9,any of various measuring instruments for measuring a quantity,-1,,,
5529,n03903424,"['pedal', 'treadle', 'foot_pedal', 'foot_lever']",n03659292,['lever'],"['n02670683', 'n02890804', 'n03055159', 'n04257223', 'n04367011']","[['accelerator', 'accelerator_pedal', 'gas_pedal', 'gas', 'throttle', 'gun'], ['brake_pedal'], ['clutch', 'clutch_pedal'], ['soft_pedal'], ['sustaining_pedal', 'loud_pedal']]",9,a lever that is operated with the foot,-1,,,
5530,n04252560,['snowsuit'],n03863923,"['overgarment', 'outer_garment']",[],[],9,a child's overgarment for cold weather,-1,,,
5531,n02111626,['spitz'],n02084071,"['dog', 'domestic_dog', 'Canis_familiaris']","['n02112137', 'n02112350', 'n02112018', 'n02111889']","[['chow', 'chow_chow'], ['keeshond'], ['Pomeranian'], ['Samoyed', 'Samoyede']]",9,any of various stocky heavy-coated breeds of dogs native to northern regions having pointed muzzles and erect ears with a curled furry tail,-1,,,
5532,n02861022,"['bobsled', 'bobsleigh']",n04235291,"['sled', 'sledge', 'sleigh']",[],[],9,formerly two short sleds coupled together,-1,,,
5533,n13021689,"['Clitocybe_irina', 'Tricholoma_irinum', 'Lepista_irina']",n12998815,['agaric'],[],[],9,an edible agaric with large silky white caps and thick stalks,-1,,,
5534,n03838298,"['objective', 'objective_lens', 'object_lens', 'object_glass']",n03656484,"['lens', 'lense', 'lens_system']",[],[],9,the lens or system of lenses in a telescope or microscope that is nearest the object being viewed,-1,,,
5535,n03966325,['plethysmograph'],n03733925,"['measuring_instrument', 'measuring_system', 'measuring_device']","['n02863176', 'n03196841']","[['body_plethysmograph'], ['digital_plethysmograph']]",9,a measuring instrument for measuring changes in volume of a part or organ or whole body (usually resulting from fluctuations in the amount of blood it contains),-1,,,
5536,n03490119,"['hand_truck', 'truck']",n03484083,"['handcart', 'pushcart', 'cart', 'go-cart']",[],[],9,a handcart that has a frame with two low wheels and a ledge at the bottom and handles at the top; used to move crates or other heavy objects,-1,,,
5537,n07617051,"['frozen_custard', 'soft_ice_cream']",n07611358,['frozen_dessert'],[],[],9,dessert resembling ice cream but with a boiled custard base,-1,,,
5538,n03112719,"['corselet', 'corslet']",n02862048,"['body_armor', 'body_armour', 'suit_of_armor', 'suit_of_armour', 'coat_of_mail', 'cataphract']",[],[],9,a piece of body armor for the trunk; usually consists of a breastplate and back piece,-1,,,
5539,n04162706,"['seat_belt', 'seatbelt']",n04125853,"['safety_belt', 'life_belt', 'safety_harness']",[],[],9,a safety belt used in a car or plane to hold you in your seat in case of an accident,785,seat belt,seat belt,technology
5540,n02916936,['bulletproof_vest'],n02862048,"['body_armor', 'body_armour', 'suit_of_armor', 'suit_of_armour', 'coat_of_mail', 'cataphract']",[],[],9,a vest capable of resisting the impact of a bullet,465,bulletproof vest,bulletproof vest,clothing
5541,n13021867,['Clitocybe_subconnexa'],n12998815,['agaric'],[],[],9,an edible white agaric that fruits in dense clusters; the gills are narrow and crowded and the stalk is fleshy and unpolished,-1,,,
5542,n03718935,['manse'],n04079244,['residence'],[],[],9,the residence of a clergyman (especially a Presbyterian clergyman),-1,,,
5543,n02768655,['back_brace'],n02887209,['brace'],[],[],9,a brace worn to support the back,-1,,,
5544,n03887185,['paper_fastener'],n03323703,"['fastener', 'fastening', 'holdfast', 'fixing']","['n04303095', 'n04431745']","[['staple'], ['thumbtack', 'drawing_pin', 'pushpin']]",9,a fastener for holding a sheet of paper in place,-1,,,
5545,n13232363,['Armillaria_zelleri'],n12998815,['agaric'],[],[],9,a large fungus with viscid cap that dries and turns brown with age; gills are off-white,-1,,,
5546,n03545585,['houselights'],n03665366,"['light', 'light_source']",[],[],9,lights that illuminate the audience's part of a theater or other auditorium,-1,,,
5547,n04310721,['steam_whistle'],n04579432,['whistle'],[],[],9,a whistle in which the sound is produced by steam; usually attached to a steam boiler,-1,,,
5548,n03588216,['izar'],n03863923,"['overgarment', 'outer_garment']",[],[],9,a voluminous cotton outer garment (usually white) traditionally worn by Muslim women of northern Africa and the Middle East; covers the entire body,-1,,,
5549,n03140546,['cruet-stand'],n04038440,"['rack', 'stand']",[],[],9,a stand for cruets containing various condiments,-1,,,
5550,n13137409,['berry'],n13134947,['fruit'],"['n11723986', 'n07743902', 'n13137951']","[['baneberry'], ['cranberry'], ['simple_fruit', 'bacca']]",9,"a small fruit having any of various structures, e.g., simple (grape or blueberry) or aggregate (blackberry or raspberry)",-1,,,
5551,n04324297,['stockpot'],n03990474,['pot'],[],[],9,a pot used for preparing soup stock,-1,,,
5552,n02932523,"['cabin_car', 'caboose']",n02959942,"['car', 'railcar', 'railway_car', 'railroad_car']",[],[],9,a car on a freight train for use of the train crew; usually the last car on the train,-1,,,
5553,n04004767,['printer'],n03916720,"['peripheral', 'computer_peripheral', 'peripheral_device']",['n03225777'],"[['dot_matrix_printer', 'matrix_printer', 'dot_printer']]",9,(computer science) an output device that prints the results of data processing,742,printer,printer,electronics
5554,n04208210,['shovel'],n03489162,['hand_tool'],"['n03488603', 'n03989665', 'n04149208']","[['hand_shovel'], ['posthole_digger', 'post-hole_digger'], ['scoop', 'scoop_shovel']]",9,a hand tool for lifting loose material; consists of a curved container or scoop and a handle,792,shovel,shovel,tool
5555,n03589672,['jack'],n02778669,['ball'],[],[],9,a small ball at which players aim in lawn bowling,-1,,,
5556,n03906894,['pelvimeter'],n03733925,"['measuring_instrument', 'measuring_system', 'measuring_device']",[],[],9,measuring instrument for performing pelvimetry,-1,,,
5557,n07698543,['Reuben'],n07695965,['sandwich'],[],[],9,a hot sandwich with corned beef and Swiss cheese and sauerkraut on rye bread,-1,,,
5558,n03711044,['mail_train'],n04468005,"['train', 'railroad_train']",[],[],9,a train that carries mail,-1,,,
5559,n03176238,"[""dentist's_drill"", 'burr_drill']",n03239726,['drill'],[],[],9,a high speed drill that dentists use to cut into teeth,-1,,,
5560,n04070415,['refractometer'],n03733925,"['measuring_instrument', 'measuring_system', 'measuring_device']",[],[],9,measuring instrument for measuring the refractive index of a substance,-1,,,
